Index,Time [s],Voltage [V],Current [A],Negative electrode potential [V],Positive electrode potential [V]
1919,35180.28,3.6959,5.00007629,0.6382,4.3157
1920,35181.36,3.6951,5.00007629,0.6387,4.3154
1921,35182.08,3.6944,5.00053406,0.639,4.3151
1922,35183.16,3.6936,4.99992371,0.6395,4.3148
1923,35184.24,3.693,4.99992371,0.6393,4.314
1924,35185.32,3.6924,5.00038147,0.6395,4.3137
1925,35186.04,3.6915,5.00022888,0.6398,4.3132
1926,35187.12,3.6907,4.99977112,0.64,4.3127
1927,35188.2,3.6902,5.00007629,0.6401,4.3121
1928,35189.28,3.6896,5.00007629,0.6403,4.3121
1929,35190.36,3.689,5.00007629,0.6408,4.3113
1930,35191.08,3.6884,5.00022888,0.6408,4.3111
1931,35192.16,3.6878,5.00038147,0.6412,4.3107
1932,35193.24,3.687,5.00038147,0.6411,4.3105
1933,35194.32,3.6864,4.99961853,0.6417,4.31
1934,35195.04,3.686,4.99977112,0.6417,4.3097
1935,35196.12,3.6851,4.99977112,0.6419,4.3092
1936,35197.2,3.6846,5.00038147,0.6422,4.3087
1937,35198.28,3.6841,4.99992371,0.6422,4.3083
1938,35199.36,3.6835,4.99931335,0.6425,4.3078
1939,35200.08,3.6829,5.00022888,0.643,4.3078
1940,35201.16,3.6823,4.99977112,0.643,4.3076
1941,35202.24,3.6818,4.99992371,0.6432,4.3072
1942,35203.32,3.6814,4.99992371,0.6435,4.3067
1943,35204.04,3.6805,5.00022888,0.6435,4.3062
1944,35205.12,3.68,4.99992371,0.6438,4.3059
1945,35206.2,3.6794,4.99992371,0.6438,4.3054
1946,35207.28,3.6788,5.00022888,0.6439,4.3049
1947,35208.36,3.6783,5.00022888,0.6436,4.3043
1948,35209.08,3.6779,4.99992371,0.6441,4.3041
1949,35210.16,3.6773,4.99992371,0.6441,4.3035
1950,35211.24,3.6768,5.00022888,0.6441,4.3033
1951,35212.32,3.6764,5.00007629,0.6443,4.3029
1952,35213.04,3.6756,4.99992371,0.6443,4.3022
1953,35214.12,3.675,5.00022888,0.6444,4.3014
1954,35215.2,3.6748,5.00022888,0.6447,4.3016
1955,35216.28,3.6741,5.00007629,0.6451,4.3014
1956,35217.36,3.6736,5.00007629,0.6449,4.3008
1957,35218.08,3.6732,4.99977112,0.6454,4.3006
1958,35219.16,3.6725,4.99961853,0.6452,4.3003
1959,35220.24,3.6722,4.99992371,0.6457,4.2998
1960,35221.32,3.6718,5.00022888,0.6457,4.2997
1961,35222.04,3.6712,5.00022888,0.646,4.2994
1962,35223.12,3.6706,4.99992371,0.6459,4.2989
1963,35224.2,3.6701,4.99961853,0.646,4.2986
1964,35225.28,3.6696,5.00007629,0.6463,4.2983
1965,35226.36,3.6693,5.00053406,0.6463,4.2979
1966,35227.08,3.6686,4.99992371,0.6465,4.2979
1967,35228.16,3.6681,4.99992371,0.6468,4.2973
1968,35229.24,3.6677,4.99992371,0.6467,4.2967
1969,35230.32,3.6672,4.99977112,0.6463,4.2962
1970,35231.04,3.6669,5.00007629,0.6468,4.2959
1971,35232.12,3.6661,4.99992371,0.647,4.2957
1972,35233.2,3.6658,5.00053406,0.6471,4.2955
1973,35234.28,3.6654,5.00038147,0.6473,4.2955
1974,35235.36,3.6648,4.99977112,0.6476,4.2951
1975,35236.08,3.6646,5.00007629,0.6478,4.2948
1976,35237.16,3.6638,4.99977112,0.6479,4.2944
1977,35238.24,3.6634,4.99961853,0.6484,4.2946
1978,35239.32,3.6628,5.00007629,0.6487,4.2941
1979,35240.04,3.6623,4.99992371,0.6486,4.2938
1980,35241.12,3.6619,4.99977112,0.6487,4.2933
1981,35242.2,3.6612,4.99992371,0.6489,4.2932
1982,35243.28,3.6609,4.99992371,0.6489,4.2925
1983,35244.36,3.6606,5.00007629,0.649,4.2922
1984,35245.08,3.6602,5.00038147,0.6494,4.2919
1985,35246.16,3.6596,5.00007629,0.6494,4.2917
1986,35247.24,3.6591,5.00022888,0.6497,4.2916
1987,35248.32,3.6588,4.99977112,0.6498,4.2911
1988,35249.04,3.6584,4.99977112,0.65,4.2906
1989,35250.12,3.6579,4.99992371,0.65,4.2903
1990,35251.2,3.6571,5.00022888,0.6503,4.2903
1991,35252.28,3.657,5.00022888,0.6505,4.2898
1992,35253.36,3.6564,4.99992371,0.6505,4.2897
1993,35254.08,3.6559,4.99977112,0.6511,4.2892
1994,35255.16,3.6556,5.00038147,0.6511,4.2893
1995,35256.24,3.6551,4.99992371,0.6514,4.2892
1996,35257.32,3.6547,5.00038147,0.6516,4.289
1997,35258.04,3.6542,4.99946594,0.6522,4.289
1998,35259.12,3.6536,5.00022888,0.6521,4.2889
1999,35260.2,3.6533,5.00007629,0.6522,4.2885
2000,35261.28,3.653,5.00022888,0.6524,4.2882
2001,35262.36,3.6524,4.99992371,0.6525,4.2879
2002,35263.08,3.6519,5.00038147,0.6525,4.2879
2003,35264.16,3.6513,5.00007629,0.6532,4.2876
2004,35265.24,3.651,5.00022888,0.6533,4.2874
2005,35266.32,3.6506,5.00007629,0.6535,4.2873
2006,35267.04,3.65,5.00022888,0.6538,4.2871
2007,35268.12,3.6498,5.00022888,0.6541,4.2868
2008,35269.2,3.649,4.99961853,0.6541,4.2865
2009,35270.28,3.6489,5.00022888,0.6543,4.286
2010,35271.36,3.6486,4.99992371,0.6543,4.2858
2011,35272.08,3.6478,4.99977112,0.6544,4.2855
2012,35273.16,3.6475,5.00022888,0.6544,4.2852
2013,35274.24,3.6474,4.99992371,0.6549,4.285
2014,35275.32,3.6468,5.00022888,0.6549,4.2849
2015,35276.04,3.646,4.99977112,0.6552,4.2846
2016,35277.12,3.6455,5.00007629,0.6554,4.2843
2017,35278.2,3.6454,5.00038147,0.6556,4.2841
2018,35279.28,3.6448,5.00007629,0.6557,4.2836
2019,35280.36,3.6445,4.99992371,0.6559,4.2835
2020,35281.08,3.6442,5.00038147,0.656,4.2833
2021,35282.16,3.6434,5.00038147,0.6562,4.283
2022,35283.24,3.6431,5.00007629,0.6562,4.283
2023,35284.32,3.6426,5.00022888,0.6565,4.2825
2024,35285.04,3.6423,5.00022888,0.6562,4.2819
2025,35286.12,3.6419,5.00038147,0.6564,4.2812
2026,35287.2,3.6416,4.99961853,0.6564,4.2811
2027,35287.56,3.6414,5.00038147,0.6564,4.2809
2028,35287.56,3.7797,0,0.6564,4.2809
2029,35288.28,3.7902,0,0.5595,4.3313
2030,35289.36,3.7966,0,0.5565,4.3359
2031,35290.08,3.8007,0,0.555,4.3383
2032,35291.16,3.8039,0,0.5541,4.3401
2033,35292.24,3.8062,0,0.553,4.3417
2034,35293.32,3.8087,0,0.5523,4.3429
2035,35294.4,3.8106,0,0.5514,4.3445
2036,35295.12,3.8125,0,0.5511,4.346
2037,35296.2,3.8141,0,0.5504,4.3471
2038,35297.28,3.8157,0,0.5501,4.3485
2039,35298.36,3.8169,0,0.5501,4.3498
2040,35299.08,3.8181,0,0.5498,4.3507
2041,35300.16,3.8192,0,0.5495,4.3514
2042,35301.24,3.8209,0,0.5493,4.3523
2043,35302.32,3.8219,0,0.549,4.3531
2044,35303.4,3.8228,0,0.5488,4.3536
2045,35304.12,3.8236,0,0.5484,4.3547
2046,35305.2,3.8247,0,0.5482,4.3553
2047,35306.28,3.8256,0,0.5477,4.356
2048,35307.36,3.8267,0,0.5479,4.3568
2049,35308.08,3.8273,0,0.5477,4.3574
2050,35309.16,3.828,0,0.5477,4.3579
2051,35310.24,3.8288,0,0.5472,4.3588
2052,35311.32,3.8294,0,0.5471,4.359
2053,35312.4,3.8302,0,0.5469,4.3595
2054,35313.12,3.8311,0,0.5469,4.3603
2055,35314.2,3.8315,0,0.5466,4.3606
2056,35315.28,3.8323,0,0.5466,4.3609
2057,35316.36,3.8331,0,0.5465,4.3619
2058,35317.08,3.8337,0,0.5466,4.3625
2059,35318.16,3.834,0,0.5465,4.3631
2060,35319.24,3.8347,0,0.5465,4.3631
2061,35320.32,3.8354,0,0.546,4.3641
2062,35321.4,3.8358,0,0.546,4.3644
2063,35322.12,3.8363,0,0.546,4.3651
2064,35323.2,3.8369,0,0.5458,4.3654
2065,35324.28,3.8376,0,0.5453,4.3657
2066,35325.36,3.8376,0,0.5455,4.3662
2067,35326.08,3.8383,0,0.5453,4.3663
2068,35327.16,3.8387,0,0.5453,4.3666
2069,35328.24,3.8392,0,0.545,4.367
2070,35329.32,3.8398,0,0.545,4.3674
2071,35330.4,3.8401,0,0.5447,4.3674
2072,35331.12,3.8404,0,0.5442,4.367
2073,35332.2,3.841,0,0.5436,4.3671
2074,35333.28,3.841,0,0.5434,4.3674
2075,35334.36,3.8418,0,0.5431,4.3673
2076,35335.08,3.8421,0,0.543,4.3676
2077,35336.16,3.8428,0,0.543,4.3676
2078,35337.24,3.843,0,0.543,4.3682
2079,35338.32,3.8433,0,0.5428,4.3685
2080,35339.4,3.8437,0,0.5428,4.3689
2081,35340.12,3.8439,0,0.5428,4.369
2082,35341.2,3.8441,0,0.5426,4.3693
2083,35342.28,3.8448,0,0.5425,4.3695
2084,35343.36,3.845,0,0.5426,4.37
2085,35344.08,3.8454,0,0.5428,4.3703
2086,35345.16,3.8456,0,0.5426,4.3705
2087,35346.24,3.8459,0,0.5428,4.3709
2088,35347.32,3.846,0,0.5426,4.3713
2089,35347.68,3.846,0,0.5428,4.3714
2090,35347.68,3.8462,0,0.5428,4.3714
2091,35400.6,3.8563,0,0.5398,4.3784
2092,35460.72,3.8614,0,0.5379,4.3811
2093,35520.48,3.8643,0,0.5363,4.3827
2094,35580.6,3.8665,0,0.5344,4.3822
2095,35640.72,3.8679,0,0.5344,4.384
2096,35700.48,3.8689,0,0.5348,4.3856
2097,35760.6,3.87,0,0.5339,4.3857
2098,35820.72,3.8712,0,0.5334,4.3862
2099,35880.48,3.8726,0,0.5334,4.3868
2100,35940.6,3.8737,0,0.5325,4.3876
2101,36000.72,3.875,0,0.5323,4.3889
2102,36060.48,3.8769,0,0.5304,4.3883
2103,36120.6,3.8784,0,0.5302,4.3897
2104,36180.72,3.8804,0,0.529,4.3902
2105,36240.48,3.8824,0,0.5286,4.3919
2106,36300.6,3.884,0,0.5278,4.3926
2107,36360.72,3.8859,0,0.5274,4.3942
2108,36420.48,3.8874,0,0.5264,4.395
2109,36480.6,3.8889,0,0.5259,4.3956
2110,36540.72,3.8897,0,0.5245,4.395
2111,36600.48,3.8907,0,0.5243,4.3954
2112,36660.6,3.8912,0,0.5247,4.3965
2113,36720.72,3.8918,0,0.525,4.3978
2114,36780.48,3.8923,0,0.5243,4.397
2115,36840.6,3.8927,0,0.5235,4.3969
2116,36900.72,3.8932,0,0.5242,4.3978
2117,36960.48,3.8935,0,0.5237,4.3973
2118,37020.6,3.8936,0,0.5224,4.3961
2119,37080.72,3.8939,0,0.5231,4.397
2120,37140.48,3.8941,0,0.5221,4.3964
2121,37200.6,3.8941,0,0.5228,4.3969
2122,37260.72,3.8944,0,0.5224,4.3967
2123,37320.48,3.8944,0,0.5221,4.3969
2124,37380.6,3.8946,0,0.5207,4.3951
2125,37440.72,3.8947,0,0.5208,4.3954
2126,37500.48,3.8947,0,0.5196,4.394
2127,37560.6,3.895,0,0.521,4.3957
2128,37620.72,3.895,0,0.5213,4.3961
2129,37680.48,3.8952,0,0.521,4.3961
2130,37740.6,3.8952,0,0.5197,4.3948
2131,37800.72,3.8952,0,0.5189,4.394
2132,37860.48,3.8952,0,0.5201,4.3954
2133,37920.6,3.8953,0,0.5196,4.3943
2134,37980.72,3.8953,0,0.5201,4.3954
2135,38040.48,3.8953,0,0.5213,4.3965
2136,38100.6,3.8955,0,0.5212,4.3967
2137,38160.72,3.8955,0,0.5202,4.3957
2138,38220.48,3.8955,0,0.5201,4.3957
2139,38280.6,3.8953,0,0.5204,4.3956
2140,38340.72,3.8956,0,0.5193,4.3945
2141,38400.48,3.8958,0,0.5199,4.3954
2142,38460.6,3.8958,0,0.5186,4.3935
2143,38520.72,3.8956,0,0.5191,4.3945
2144,38580.48,3.8959,0,0.5197,4.3953
2145,38640.6,3.8956,0,0.5197,4.3951
2146,38700.72,3.8958,0,0.5189,4.3945
2147,38760.48,3.8959,0,0.5193,4.3948
2148,38820.6,3.8959,0,0.5191,4.3945
2149,38880.72,3.8958,0,0.5191,4.3943
2150,38887.56,3.8959,0,0.521,4.3965
2151,38887.56,3.7508,5.00114441,0.521,4.3965
2152,38888.28,3.7397,5.00007629,0.6206,4.342
2153,38889,3.7299,5.00022888,0.6255,4.3366
2154,38890.08,3.7232,5.00022888,0.6282,4.3331
2155,38891.16,3.718,5.00007629,0.63,4.3294
2156,38892.24,3.7144,5.00007629,0.6311,4.3267
2157,38893.32,3.7104,5.00053406,0.6323,4.3237
2158,38894.04,3.7072,4.99992371,0.633,4.3215
2159,38895.12,3.7044,5.00022888,0.6338,4.3192
2160,38896.2,3.7017,5.00007629,0.6346,4.317
2161,38897.28,3.6994,5.00007629,0.635,4.3154
2162,38898,3.6973,5.00022888,0.636,4.3138
2163,38899.08,3.6951,5.00007629,0.6363,4.3126
2164,38900.16,3.6928,4.99992371,0.6368,4.3108
2165,38901.24,3.691,4.99992371,0.6369,4.3097
2166,38902.32,3.6895,4.99977112,0.6377,4.3084
2167,38903.04,3.6878,5.00022888,0.6385,4.3075
2168,38904.12,3.6866,5.00038147,0.6387,4.3059
2169,38905.2,3.6847,5.00007629,0.6392,4.3048
2170,38906.28,3.6834,4.99992371,0.6393,4.3038
2171,38907,3.6822,4.99992371,0.6398,4.3029
2172,38908.08,3.6808,4.99992371,0.6401,4.3017
2173,38909.16,3.6794,4.99992371,0.6406,4.301
2174,38910.24,3.6782,4.99977112,0.6406,4.2998
2175,38911.32,3.6774,4.99961853,0.6409,4.299
2176,38912.04,3.6761,5.00007629,0.6416,4.2987
2177,38913.12,3.6748,4.99992371,0.6417,4.2979
2178,38914.2,3.6738,5.00038147,0.642,4.2967
2179,38915.28,3.6725,5.00007629,0.642,4.296
2180,38916,3.6719,5.00007629,0.6425,4.2955
2181,38917.08,3.6709,4.99992371,0.6427,4.2949
2182,38918.16,3.6698,5.00022888,0.6432,4.2941
2183,38919.24,3.6689,4.99992371,0.6432,4.2933
2184,38920.32,3.668,4.99992371,0.6435,4.2925
2185,38921.04,3.6669,5.00007629,0.6439,4.2919
2186,38922.12,3.6663,4.99977112,0.6438,4.2913
2187,38923.2,3.6652,4.99977112,0.6444,4.2906
2188,38924.28,3.6646,5.00022888,0.6446,4.2901
2189,38925,3.6635,4.99992371,0.6447,4.2895
2190,38926.08,3.6626,4.99992371,0.6447,4.289
2191,38927.16,3.662,4.99977112,0.6451,4.2885
2192,38928.24,3.6611,4.99992371,0.6455,4.2879
2193,38929.32,3.6605,5.00007629,0.646,4.2879
2194,38930.04,3.6596,4.99992371,0.6479,4.2892
2195,38931.12,3.6591,4.99946594,0.6473,4.2881
2196,38932.2,3.6582,5.00007629,0.6468,4.2868
2197,38933.28,3.6573,4.99977112,0.647,4.2858
2198,38934,3.6567,4.99977112,0.647,4.2852
2199,38935.08,3.6561,4.99992371,0.6471,4.2847
2200,38936.16,3.6553,4.99992371,0.6473,4.2841
2201,38937.24,3.6547,4.99992371,0.6473,4.2835
2202,38938.32,3.6541,5.00022888,0.6476,4.2833
2203,38939.04,3.6535,5.00022888,0.6481,4.283
2204,38940.12,3.6526,5.00007629,0.6482,4.2825
2205,38941.2,3.6519,5.00007629,0.6482,4.2816
2206,38942.28,3.6513,5.00007629,0.6484,4.2809
2207,38943,3.6506,5.00007629,0.6487,4.2811
2208,38944.08,3.65,5.00022888,0.6487,4.2806
2209,38945.16,3.6492,5.00038147,0.6494,4.28
2210,38946.24,3.649,4.99946594,0.6492,4.2795
2211,38947.32,3.6483,5.00007629,0.6497,4.2792
2212,38948.04,3.6475,4.99977112,0.6497,4.2788
2213,38949.12,3.6469,4.99977112,0.6498,4.2785
2214,38950.2,3.6464,4.99992371,0.65,4.2779
2215,38951.28,3.6455,4.99977112,0.6503,4.2779
2216,38952,3.6451,4.99992371,0.6506,4.2774
2217,38953.08,3.6445,4.99992371,0.6508,4.2766
2218,38954.16,3.6439,4.99977112,0.6506,4.2763
2219,38955.24,3.6432,4.99961853,0.6509,4.276
2220,38956.32,3.6428,5.00022888,0.6511,4.2758
2221,38957.04,3.6422,4.99992371,0.6514,4.275
2222,38958.12,3.6417,5.00022888,0.6514,4.2752
2223,38959.2,3.641,5.00007629,0.6517,4.2747
2224,38960.28,3.6407,4.99992371,0.6517,4.2744
2225,38961,3.6399,4.99992371,0.6517,4.2738
2226,38962.08,3.6393,4.99977112,0.6524,4.2736
2227,38963.16,3.639,4.99992371,0.6524,4.2733
2228,38964.24,3.6382,5.00007629,0.6525,4.273
2229,38965.32,3.6379,5.00007629,0.6546,4.2752
2230,38966.04,3.6371,4.99992371,0.6551,4.2755
2231,38967.12,3.6368,5.00038147,0.6554,4.2746
2232,38968.2,3.6361,5.00007629,0.6551,4.2736
2233,38969.28,3.6355,5.00022888,0.6551,4.2731
2234,38970,3.635,5.00038147,0.6551,4.2726
2235,38971.08,3.6345,5.00022888,0.6551,4.2718
2236,38972.16,3.6341,4.99992371,0.6552,4.2712
2237,38973.24,3.6335,4.99992371,0.6551,4.2709
2238,38974.32,3.633,4.99961853,0.6554,4.2703
2239,38975.04,3.6323,4.99931335,0.6551,4.2699
2240,38976.12,3.6321,5.00038147,0.6551,4.2695
2241,38977.2,3.6315,4.99992371,0.6556,4.2688
2242,38978.28,3.6309,4.99977112,0.6554,4.2688
2243,38979,3.6304,5.00022888,0.6556,4.2682
2244,38980.08,3.6301,5.00022888,0.6556,4.2677
2245,38981.16,3.6291,4.99977112,0.6557,4.2674
2246,38982.24,3.6292,4.99992371,0.6559,4.2671
2247,38983.32,3.6283,5.00022888,0.6562,4.2669
2248,38984.04,3.628,5.00022888,0.6562,4.2666
2249,38985.12,3.6275,5.00038147,0.6564,4.2661
2250,38986.2,3.6271,5.00038147,0.6567,4.2658
2251,38987.28,3.6265,4.99992371,0.6567,4.2656
2252,38988,3.6258,4.99992371,0.6571,4.2653
2253,38989.08,3.6255,5.00038147,0.6568,4.2647
2254,38990.16,3.6249,5.00053406,0.6573,4.2647
2255,38991.24,3.6246,4.99961853,0.6576,4.2645
2256,38992.32,3.624,4.99961853,0.6576,4.2642
2257,38993.04,3.6233,4.99961853,0.6575,4.2634
2258,38994.12,3.6228,4.99992371,0.6579,4.2634
2259,38995.2,3.6226,4.99961853,0.6581,4.2631
2260,38996.28,3.622,5.00038147,0.6581,4.2626
2261,38997,3.6216,5.00022888,0.6587,4.2626
2262,38998.08,3.6211,5.00022888,0.6592,4.2625
2263,38999.16,3.6205,4.99992371,0.6591,4.2621
2264,39000.24,3.6201,5.00007629,0.6595,4.2617
2265,39001.32,3.6197,5.00007629,0.6595,4.2612
2266,39002.04,3.6193,4.99992371,0.6614,4.2639
2267,39003.12,3.6188,5.00007629,0.6619,4.2634
2268,39004.2,3.6181,4.99946594,0.6614,4.2626
2269,39005.28,3.6176,4.99977112,0.6611,4.2618
2270,39006,3.6172,4.99992371,0.661,4.261
2271,39007.08,3.6168,5.00007629,0.6611,4.2604
2272,39008.16,3.6162,4.99992371,0.6611,4.2601
2273,39009.24,3.6155,5.00022888,0.6611,4.2596
2274,39010.32,3.6155,5.00007629,0.6611,4.2591
2275,39011.04,3.6149,4.99977112,0.6611,4.2585
2276,39012.12,3.6146,4.99992371,0.6614,4.2583
2277,39013.2,3.6138,4.99977112,0.6614,4.258
2278,39014.28,3.6133,4.99992371,0.6616,4.2577
2279,39015,3.6126,4.99992371,0.6618,4.2574
2280,39016.08,3.6123,5.00007629,0.6619,4.2571
2281,39017.16,3.612,4.99977112,0.6621,4.2566
2282,39018.24,3.6115,5.00007629,0.6624,4.2564
2283,39019.32,3.6112,4.99992371,0.6622,4.2559
2284,39020.04,3.6106,4.99992371,0.6622,4.2559
2285,39021.12,3.61,5.00038147,0.6629,4.2556
2286,39022.2,3.6095,4.99977112,0.6626,4.2551
2287,39023.28,3.6092,5.00007629,0.6627,4.2545
2288,39024,3.6086,5.00022888,0.6632,4.255
2289,39025.08,3.6083,4.99961853,0.6637,4.2545
2290,39026.16,3.6077,4.99977112,0.6635,4.254
2291,39027.24,3.6074,5.00007629,0.6635,4.2537
2292,39028.32,3.6068,5.00022888,0.6638,4.2539
2293,39029.04,3.6063,4.99961853,0.664,4.2534
2294,39030.12,3.6056,5.00007629,0.6643,4.2529
2295,39031.2,3.6052,5.00053406,0.6645,4.2526
2296,39032.28,3.6049,4.99961853,0.6648,4.2528
2297,39033,3.6045,5.00022888,0.6648,4.2521
2298,39034.08,3.604,4.99992371,0.6649,4.2517
2299,39035.16,3.6036,4.99977112,0.6651,4.2518
2300,39036.24,3.603,4.99977112,0.6654,4.2513
2301,39037.32,3.6027,5.00038147,0.6653,4.251
2302,39037.68,3.6025,4.99977112,0.6654,4.251
2303,39037.68,3.7415,0,0.6654,4.251
2304,39038.4,3.7523,0,0.57,4.301
2305,39039.12,3.7584,0,0.566,4.3049
2306,39040.2,3.7624,0,0.5638,4.3076
2307,39041.28,3.7655,0,0.5651,4.3134
2308,39042.36,3.7681,0,0.5644,4.3153
2309,39043.08,3.7704,0,0.5632,4.3159
2310,39044.16,3.7723,0,0.5624,4.3169
2311,39045.24,3.7742,0,0.5614,4.3175
2312,39046.32,3.7758,0,0.5606,4.3184
2313,39047.4,3.7772,0,0.5601,4.3192
2314,39048.12,3.7784,0,0.5592,4.3204
2315,39049.2,3.7801,0,0.559,4.321
2316,39050.28,3.7813,0,0.5585,4.3219
2317,39051.36,3.7824,0,0.5584,4.3232
2318,39052.08,3.7835,0,0.5576,4.3234
2319,39053.16,3.7845,0,0.5579,4.3245
2320,39054.24,3.7852,0,0.559,4.327
2321,39055.32,3.7864,0,0.5587,4.3275
2322,39056.4,3.7874,0,0.5579,4.3278
2323,39057.12,3.7882,0,0.5573,4.3282
2324,39058.2,3.7888,0,0.5571,4.328
2325,39059.28,3.7897,0,0.5565,4.3286
2326,39060.36,3.7905,0,0.5558,4.3288
2327,39061.08,3.7911,0,0.5558,4.3294
2328,39062.16,3.792,0,0.5555,4.3299
2329,39063.24,3.7928,0,0.5552,4.3304
2330,39064.32,3.7934,0,0.555,4.3307
2331,39065.4,3.7942,0,0.555,4.3313
2332,39066.12,3.7949,0,0.5547,4.3317
2333,39067.2,3.7955,0,0.5544,4.332
2334,39068.28,3.796,0,0.5542,4.3321
2335,39069.36,3.7966,0,0.5539,4.3326
2336,39070.08,3.7971,0,0.5538,4.3329
2337,39071.16,3.7975,0,0.5536,4.3331
2338,39072.24,3.7983,0,0.5535,4.3337
2339,39073.32,3.7989,0,0.5533,4.334
2340,39074.4,3.7993,0,0.5531,4.3347
2341,39075.12,3.8,0,0.5531,4.335
2342,39076.2,3.8004,0,0.553,4.3353
2343,39077.28,3.8007,0,0.5527,4.3353
2344,39078.36,3.8013,0,0.5525,4.3359
2345,39079.08,3.8016,0,0.5528,4.3363
2346,39080.16,3.8021,0,0.5523,4.3364
2347,39081.24,3.8025,0,0.5522,4.3366
2348,39082.32,3.8027,0,0.5528,4.338
2349,39083.4,3.8032,0,0.5522,4.3379
2350,39084.12,3.8039,0,0.5519,4.3379
2351,39085.2,3.8042,0,0.5525,4.3388
2352,39086.28,3.8045,0,0.5523,4.3391
2353,39087.36,3.805,0,0.552,4.3386
2354,39088.08,3.8053,0,0.5515,4.3388
2355,39089.16,3.8058,0,0.5517,4.3396
2356,39090.24,3.8061,0,0.5515,4.3396
2357,39091.32,3.8062,0,0.5515,4.3396
2358,39092.4,3.8064,0,0.5515,4.3402
2359,39093.12,3.8068,0,0.5514,4.3402
2360,39094.2,3.8073,0,0.5511,4.3406
2361,39095.28,3.8074,0,0.5511,4.3407
2362,39096.36,3.8079,0,0.5509,4.3406
2363,39097.08,3.8082,0,0.5523,4.3433
2364,39097.44,3.8082,0,0.5525,4.3436
2365,39097.8,3.8085,0,0.5525,4.3436
2366,39154.32,3.8186,0,0.5474,4.3484
2367,39214.44,3.8235,0,0.5437,4.3488
2368,39274.56,3.8264,0,0.5439,4.3518
2369,39334.32,3.828,0,0.5441,4.3538
2370,39394.44,3.8293,0,0.5433,4.3542
2371,39454.56,3.8303,0,0.5428,4.3546
2372,39514.32,3.8312,0,0.5452,4.3585
2373,39574.44,3.8323,0,0.5418,4.3552
2374,39634.56,3.8331,0,0.5409,4.355
2375,39694.32,3.8338,0,0.5407,4.3553
2376,39754.44,3.8346,0,0.5396,4.355
